I.,II.,II.,III.A,III.A,III.B,III.B,III.B,IV.A.1,IV.A.2,IV.A.3,IV.B.1,IV.B.2,IV.B.3,IV.B.4,IV.C.1,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.2,IV.B.2,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.3,IV.B.3,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.B.4,IV.B.4,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.D.5,IV.B.5.,IV.B.5.,,IV.C.1,IV.C.2,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.3,IV.D.4,IV.D.5,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.C.1,IV.C.5,IV.C.6,IV.D.3,IV.D.3,IV.D.4,IV.B.7.,IV.B.7.,IV.C.1,IV.C.2,IV.D.5,IV.,V.A
HI,Hawaii,Hawaii,RM-.75,Multiple-Family Residential - 750 square feet,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,58,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,58,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-1,"Multiple-Family Residential - 1,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-1.25,"Multiple-Family Residential - 1,250 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,35,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,35,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-1.5,"Multiple-Family Residential - 1,500 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,29,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,29,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-10,"Multiple-Family Residential - 10,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.23,8,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,4,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,4,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-14.5,"Multiple-Family Residential - 14,500 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.33,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.33,6,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,3,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,3,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-15,"Multiple-Family Residential - 15,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.36,6,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,3,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,3,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-2,"Multiple-Family Residential - 2,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-2.5,"Multiple-Family Residential - 2,500 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,17,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,17,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-20,"Multiple-Family Residential - 20,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.92,2,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,2,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,2,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-3,"Multiple-Family Residential - 3,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,15,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,15,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-3.5,"Multiple-Family Residential - 3,500 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,12,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,12,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-30,"Multiple-Family Residential - 30,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.69,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,1.38,2,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,1,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,1,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-4,"Multiple-Family Residential - 4,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.18,12,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-5,"Multiple-Family Residential - 5,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.23,8,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,9,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,9,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-5.5,"Multiple-Family Residential - 5,500 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.25,8,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,8,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,8,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-6,"Multiple-Family Residential - 6,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.28,8,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,7,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,7,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-7,"Multiple-Family Residential - 7,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.32,6,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,6,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,6,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RM-8,"Multiple-Family Residential - 8,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.18,20,8,20,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.37,6,20,8,20,NONE,NONE,4,4,NONE,45; 120 in Hilo,,,No,No,0.17,5,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,5,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"In the City of Hilo, the height limit in the RM district shall be one hundred twenty feet; Side yards, eight feet for a one-story building, plus an additional two feet for each additional story; There may be more than one main building on any building site in the RM district; 
Distance between main buildings on the same building site in the RM district shall be at least fifteen feet.",
HI,Hawaii,Hawaii,RS-10,"Single-Family Residential - 10,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,20,10,20,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,0.23,,,,,,,No,0.17,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,RS-10a,Single-Family Residential - 10 acres,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,10,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,10,,,,,,,No,,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,RS-15,"Single-Family Residential - 15,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.34,20,10,20,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,0.34,,,,,,,No,0.23,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,RS-20,"Single-Family Residential - 20,000 squre feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,0.46,,,,,,,No,0.28,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,RS-22,"Single-Family Residential - 22,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.49,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,0.51,,,,,,,No,,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,RS-40,"Single-Family Residential - 40,000 square feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,0.92,,,,,,,No,0.46,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,RS-5a,Single-Family Residential - 5 acres,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,25,15,25,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,5,,,,,,,No,,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,RS-7.5,"Single-Family Residential - 7,500 squre feet",Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.17,15,8,15,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,0.23,,,,,,,No,0.14,,,Min lots are for cluster planned development,
HI,Hawaii,Hawaii,UNV,University - 10 acres,Yes,No,No,Mixed with Residential,No,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,10,,20,10,20,NONE,NONE,1.25,1.25,No,No,NONE,60,NONE,NONE,NONE,No,No,10,,20,10,20,NONE,NONE,1.25,1.25,No,No,NONE,60,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,3/4+ Housing - for currently enrolled university students and their dependents and for current university employees and their dependents; The minimum building site area for leased lots shall be seven thousand five hundred square feet.,
HI,Hawaii,Hawaii,V-.75,Resort-Hotel - 750 square feet,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,58,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,58,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-1,"Resort-Hotel - 1,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-1.0,"Resort-Hotel - 1,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,44,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-1.25,"Resort-Hotel - 1,250 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,35,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,35,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-1.5,"Resort-Hotel - 1,500 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,29,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,29,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
